Tanggal,Pintu Masuk,Jumlah Kunjungan
2019-11-01,Entikong,1691.0
2019-11-01,Nanga Badau,954.0
2019-11-01,Pintu Darat Lainnya,126789.0
2019-11-01,Jumlah (A+B+C),1280781.0
2019-11-01,Lainnya,
2019-11-01,Tanjung Uban,52374.0
2019-11-01,Jayapura,5006.0
2019-11-01,Atambua,9824.0
2019-12-01,Ngurah Rai,544726.0
2019-12-01,Soekarno-Hatta,186723.0
2019-12-01,Juanda,20546.0
2019-12-01,Kualanamu,22431.0
2019-12-01,Husein Sastranegara,14951.0
2019-12-01,Adi Sucipto,9795.0
2019-12-01,Bandara Int. Lombok,5499.0
2019-12-01,Ahmad Yani,2627.0
2019-12-01,Sultan Syarif Kasim II,4042.0
2019-12-01,Sultan Iskandar Muda,4012.0
2019-12-01,Supadio,1527.0
2019-12-01,Hasanuddin,1821.0
2019-12-01,Pintu Udara Lainnya,3593.0
2019-12-01,Total,1377067.0
2019-12-01,A. Pintu Udara,838978.0
2019-12-01,Minangkabau,5180.0
2019-12-01,Lainnya,
2019-12-01,Sultan Badaruddin II,762.0
2019-12-01,Sam Ratulangi,10743.0
2019-12-01,Tanjung Pinang,16426.0
2019-12-01,Tanjung Balai Karimun,10916.0
2019-12-01,Tanjung Benoa,7677.0
2019-12-01,Tanjung Mas,5135.0
2019-12-01,Pintu Laut Lainnya,98769.0
2019-12-01,Jumlah (A+B+C),1377067.0
2019-12-01,Jayapura,6155.0
2019-12-01,Tanjung Uban,59340.0
2019-12-01,Entikong,3177.0
2019-12-01,Aruk,1708.0
2019-12-01,Nanga Badau,1585.0
2019-12-01,Pintu Darat Lainnya,124408.0
2019-12-01,Batam,190232.0
2019-12-01,C. Pintu Darat,149594.0
2019-12-01,B. Pintu Laut,388495.0
2019-12-01,Atambua,12561.0
2023-01-01,B. Pintu Laut,224851.0
2023-01-01,Soekarno-Hatta,115101.0
2023-01-01,Juanda,10777.0
2023-01-01,Kualanamu,14146.0
2023-01-01,Husein Sastranegara,0.0
2023-01-01,Adi Sucipto,3878.0
2023-01-01,Bandara Int. Lombok,2202.0
2023-01-01,Sultan Iskandar Muda,1440.0
2023-01-01,Ngurah Rai,329909.0
2023-01-01,Sultan Syarif Kasim II,1624.0
2023-01-01,Ahmad Yani,1.0
2023-01-01,Supadio,0.0
2023-01-01,Hasanuddin,1066.0
2023-01-01,Sultan Badaruddin II,0.0
2023-01-01,Pintu Udara Lainnya,672.0
2023-01-01,Sam Ratulangi,803.0
2023-01-01,C. Pintu Darat,89121.0
2023-01-01,Minangkabau,2878.0
2023-01-01,Entikong,2508.0
2023-01-01,A. Pintu Udara,484497.0
2023-01-01,Tanjung Pinang,4973.0
2023-01-01,Tanjung Balai Karimun,5814.0
2023-01-01,Tanjung Benoa,1876.0
2023-01-01,Tanjung Mas,
2023-01-01,Pintu Laut Lainnya,103450.0
2023-01-01,Jayapura,132.0
2023-01-01,Batam,93781.0
2023-01-01,Atambua,2514.0
2023-01-01,Aruk,2542.0
2023-01-01,Nanga Badau,718.0
2023-01-01,Pintu Darat Lainnya,80707.0
2023-01-01,Jumlah (A+B+C),798469.0
2023-01-01,Lainnya,
2023-01-01,Total,798469.0
2023-01-01,Tanjung Uban,14957.0
2023-02-01,Ngurah Rai,317005.0
2023-02-01,Soekarno-Hatta,124803.0
2023-02-01,Juanda,11882.0
2023-02-01,Kualanamu,15072.0
2023-02-01,Husein Sastranegara,0.0
2023-02-01,Adi Sucipto,4839.0
2023-02-01,Bandara Int. Lombok,2355.0
2023-02-01,Sultan Iskandar Muda,2024.0
2023-02-01,Minangkabau,3590.0
2023-02-01,Sultan Syarif Kasim II,1914.0
2023-02-01,Ahmad Yani,1.0
2023-02-01,Supadio,1.0
2023-02-01,Hasanuddin,1469.0
2023-02-01,Sultan Badaruddin II,1.0
2023-02-01,B. Pintu Laut,191063.0
2023-02-01,A. Pintu Udara,487449.0
2023-02-01,Pintu Udara Lainnya,645.0
2023-02-01,Sam Ratulangi,1848.0
2023-02-01,Batam,73090.0
2023-02-01,Tanjung Pinang,2663.0
2023-02-01,Tanjung Balai Karimun,4795.0
2023-02-01,Tanjung Benoa,6505.0
2023-02-01,Tanjung Mas,
2023-02-01,Pintu Laut Lainnya,92745.0
2023-02-01,C. Pintu Darat,70924.0
2023-02-01,Jayapura,86.0
2023-02-01,Tanjung Uban,11265.0
2023-02-01,Entikong,2725.0
2023-02-01,Aruk,2503.0
2023-02-01,Pintu Darat Lainnya,60783.0
2023-02-01,Jumlah (A+B+C),749436.0
2023-02-01,Lainnya,
2023-02-01,Total,749436.0
2023-02-01,Atambua,4212.0
2023-02-01,Nanga Badau,615.0
2023-03-01,Ngurah Rai,366956.0
2023-03-01,Soekarno-Hatta,140859.0
2023-03-01,Juanda,10606.0
2023-03-01,Kualanamu,16106.0
2023-03-01,Husein Sastranegara,0.0
2023-03-01,Adi Sucipto,5007.0
2023-03-01,Bandara Int. Lombok,2099.0
2023-03-01,Sultan Syarif Kasim II,1697.0
2023-03-01,Pintu Udara Lainnya,953.0
2023-03-01,Minangkabau,2765.0
2023-03-01,Sultan Iskandar Muda,1901.0
2023-03-01,Ahmad Yani,1.0
2023-03-01,Supadio,0.0
2023-03-01,Hasanuddin,921.0
2023-03-01,Sultan Badaruddin II,1.0
2023-03-01,A. Pintu Udara,554665.0
2023-03-01,C. Pintu Darat,78398.0
2023-03-01,Sam Ratulangi,4793.0
2023-03-01,Atambua,7016.0
2023-03-01,Tanjung Uban,19018.0
2023-03-01,Tanjung Pinang,4043.0
2023-03-01,Tanjung Balai Karimun,4835.0
2023-03-01,Tanjung Benoa,3738.0
2023-03-01,Tanjung Mas,
2023-03-01,Pintu Laut Lainnya,107507.0
2023-03-01,Jayapura,106.0
2023-03-01,B. Pintu Laut,236181.0
2023-03-01,Entikong,2905.0
2023-03-01,Aruk,2169.0
2023-03-01,Batam,97040.0
2023-03-01,Pintu Darat Lainnya,65533.0
2023-03-01,Jumlah (A+B+C),869244.0
2023-03-01,Lainnya,
2023-03-01,Total,869244.0
2023-03-01,Nanga Badau,669.0
2023-04-01,A. Pintu Udara,560434.0
2023-04-01,Ngurah Rai,410281.0
2023-04-01,Soekarno-Hatta,99289.0
2023-04-01,Juanda,12361.0
2023-04-01,Kualanamu,15497.0
2023-04-01,Husein Sastranegara,0.0
2023-04-01,Adi Sucipto,5592.0
2023-04-01,Sultan Syarif Kasim II,2453.0
2023-04-01,Sam Ratulangi,4156.0
2023-04-01,Minangkabau,4100.0
2023-04-01,Sultan Iskandar Muda,1349.0
2023-04-01,Ahmad Yani,0.0
2023-04-01,Supadio,0.0
2023-04-01,Hasanuddin,1564.0
2023-04-01,Sultan Badaruddin II,0.0
2023-04-01,Pintu Udara Lainnya,889.0
2023-04-01,Total,865811.0
2023-04-01,Bandara Int. Lombok,2903.0
2023-04-01,Jayapura,91.0
2023-04-01,Tanjung Uban,18547.0
2023-04-01,Tanjung Pinang,5324.0
2023-04-01,Tanjung Balai Karimun,5801.0
2023-04-01,Tanjung Benoa,1229.0
2023-04-01,Tanjung Mas,
2023-04-01,Pintu Laut Lainnya,115983.0
2023-04-01,C. Pintu Darat,69717.0
2023-04-01,B. Pintu Laut,235660.0
2023-04-01,Atambua,7322.0
2023-04-01,Entikong,2929.0
2023-04-01,Nanga Badau,735.0
2023-04-01,Pintu Darat Lainnya,55048.0
2023-04-01,Jumlah (A+B+C),865811.0
2023-04-01,Lainnya,
2023-04-01,Batam,88776.0
2023-04-01,Aruk,3592.0
2023-05-01,Pintu Udara Lainnya,1543.0
2023-05-01,A. Pintu Udara,659065.0
2023-05-01,Ngurah Rai,439454.0
2023-05-01,Soekarno-Hatta,158550.0
2023-05-01,Juanda,15734.0
2023-05-01,Husein Sastranegara,17.0
2023-05-01,Adi Sucipto,8160.0
2023-05-01,Sultan Syarif Kasim II,2293.0
2023-05-01,Sam Ratulangi,3798.0
2023-05-01,Minangkabau,4624.0
2023-05-01,Sultan Iskandar Muda,2350.0
2023-05-01,Ahmad Yani,0.0
2023-05-01,Supadio,0.0
2023-05-01,Hasanuddin,1432.0
2023-05-01,Sultan Badaruddin II,0.0
2023-05-01,Kualanamu,16262.0
2023-05-01,Bandara Int. Lombok,4848.0
2023-05-01,B. Pintu Laut,214326.0
2023-05-01,Jayapura,8251.0
2023-05-01,Total,953714.0
2023-05-01,Tanjung Uban,15001.0
2023-05-01,Tanjung Pinang,3391.0
2023-05-01,Tanjung Balai Karimun,3590.0
2023-05-01,Tanjung Benoa,21.0
2023-05-01,Pintu Laut Lainnya,115746.0
2023-05-01,C. Pintu Darat,80323.0
2023-05-01,Tanjung Mas,
2023-05-01,Atambua,6651.0
2023-05-01,Entikong,2856.0
2023-05-01,Nanga Badau,1324.0
2023-05-01,Pintu Darat Lainnya,59184.0
2023-05-01,Jumlah (A+B+C),953714.0
2023-05-01,Lainnya,
2023-05-01,Batam,76577.0
2023-05-01,Aruk,2057.0
2023-06-01,Husein Sastranegara,24.0
2023-06-01,A. Pintu Udara,707476.0
2023-06-01,Ngurah Rai,478127.0
2023-06-01,Soekarno-Hatta,161114.0
2023-06-01,Juanda,18025.0
2023-06-01,Kualanamu,16527.0
2023-06-01,Adi Sucipto,11188.0
2023-06-01,Sultan Badaruddin II,0.0
2023-06-01,Sam Ratulangi,3691.0
2023-06-01,Minangkabau,5226.0
2023-06-01,Sultan Syarif Kasim II,2447.0
2023-06-01,Sultan Iskandar Muda,2157.0
2023-06-01,Ahmad Yani,0.0
2023-06-01,Supadio,0.0
2023-06-01,Hasanuddin,1888.0
2023-06-01,Bandara Int. Lombok,5721.0
2023-06-01,Total,1062791.0
2023-06-01,Pintu Udara Lainnya,1341.0
2023-06-01,Jayapura,9933.0
2023-06-01,Pintu Laut Lainnya,105187.0
2023-06-01,Tanjung Uban,26345.0
2023-06-01,Tanjung Pinang,6086.0
2023-06-01,Tanjung Balai Karimun,4734.0
2023-06-01,Tanjung Benoa,71.0
2023-06-01,Tanjung Mas,
2023-06-01,C. Pintu Darat,79276.0
2023-06-01,B. Pintu Laut,276039.0
2023-06-01,Atambua,8267.0
2023-06-01,Entikong,2819.0
2023-06-01,Aruk,2755.0
2023-06-01,Nanga Badau,1045.0
2023-06-01,Pintu Darat Lainnya,54457.0
2023-06-01,Jumlah (A+B+C),1062791.0
2023-06-01,Lainnya,
2023-06-01,Batam,133616.0
2023-07-01,Ngurah Rai,541272.0
2023-07-01,Soekarno-Hatta,204000.0
2023-07-01,Juanda,20303.0
2023-07-01,Kualanamu,17478.0
2023-07-01,Husein Sastranegara,3.0
2023-07-01,Adi Sucipto,12444.0
2023-07-01,Pintu Udara Lainnya,2376.0
2023-07-01,Sultan Iskandar Muda,2582.0
2023-07-01,Minangkabau,4946.0
2023-07-01,Sultan Syarif Kasim II,2111.0
2023-07-01,Ahmad Yani,0.0
2023-07-01,Supadio,0.0
2023-07-01,Hasanuddin,1755.0
2023-07-01,Bandara Int. Lombok,6433.0
2023-07-01,A. Pintu Udara,819496.0
2023-07-01,Sam Ratulangi,3782.0
2023-07-01,Sultan Badaruddin II,11.0
2023-07-01,Total,1121189.0
2023-07-01,B. Pintu Laut,225106.0
2023-07-01,Tanjung Pinang,4010.0
2023-07-01,Tanjung Balai Karimun,4391.0
2023-07-01,Tanjung Benoa,81.0
2023-07-01,Tanjung Mas,
2023-07-01,Pintu Laut Lainnya,104632.0
2023-07-01,C. Pintu Darat,76587.0
2023-07-01,Aruk,1832.0
2023-07-01,Tanjung Uban,17619.0
2023-07-01,Entikong,2639.0
2023-07-01,Nanga Badau,727.0
2023-07-01,Pintu Darat Lainnya,55468.0
2023-07-01,Jumlah (A+B+C),1121189.0
2023-07-01,Lainnya,
2023-07-01,Batam,94373.0
2023-07-01,Jayapura,7723.0
2023-07-01,Atambua,8198.0
2023-08-01,A. Pintu Udara,826446.0
2023-08-01,Ngurah Rai,522063.0
2023-08-01,Soekarno-Hatta,218512.0
2023-08-01,Juanda,25548.0
2023-08-01,Husein Sastranegara,0.0
2023-08-01,Adi Sucipto,12974.0
2023-08-01,Kualanamu,20843.0
2023-08-01,Sultan Iskandar Muda,3108.0
2023-08-01,Minangkabau,5577.0
2023-08-01,Sultan Syarif Kasim II,2770.0
2023-08-01,Ahmad Yani,0.0
2023-08-01,Supadio,0.0
2023-08-01,Hasanuddin,1609.0
2023-08-01,Bandara Int. Lombok,6245.0
2023-08-01,Pintu Udara Lainnya,1796.0
2023-08-01,Sam Ratulangi,5397.0
2023-08-01,Sultan Badaruddin II,4.0
2023-08-01,B. Pintu Laut,220199.0
2023-08-01,Total,1132638.0
2023-08-01,Tanjung Pinang,4222.0
2023-08-01,Tanjung Balai Karimun,4173.0
2023-08-01,Tanjung Benoa,78.0
2023-08-01,Tanjung Mas,
2023-08-01,Pintu Laut Lainnya,97888.0
2023-08-01,C. Pintu Darat,85993.0
2023-08-01,Aruk,2653.0
2023-08-01,Tanjung Uban,19237.0
2023-08-01,Entikong,3488.0
2023-08-01,Nanga Badau,628.0
2023-08-01,Pintu Darat Lainnya,58994.0
2023-08-01,Jumlah (A+B+C),1132638.0
2023-08-01,Lainnya,
2023-08-01,Batam,94601.0
2023-08-01,Jayapura,8335.0
2023-08-01,Atambua,11895.0
2023-09-01,Ngurah Rai,508297.0
2023-09-01,Soekarno-Hatta,190058.0
2023-09-01,Juanda,25593.0
2023-09-01,Kualanamu,15783.0
2023-09-01,Husein Sastranegara,0.0
2023-09-01,Adi Sucipto,11855.0
2023-09-01,Pintu Udara Lainnya,1840.0
2023-09-01,Sultan Iskandar Muda,2481.0
2023-09-01,Minangkabau,5453.0
2023-09-01,Sultan Syarif Kasim II,2166.0
2023-09-01,Ahmad Yani,8.0
2023-09-01,Supadio,0.0
2023-09-01,Hasanuddin,1787.0
2023-09-01,Bandara Int. Lombok,6294.0
2023-09-01,A. Pintu Udara,777537.0
2023-09-01,Sam Ratulangi,5922.0
2023-09-01,Sultan Badaruddin II,0.0
2023-09-01,Jayapura,8408.0
2023-09-01,B. Pintu Laut,212770.0
2023-09-01,Tanjung Uban,20542.0
2023-09-01,Tanjung Pinang,4827.0
2023-09-01,Tanjung Balai Karimun,4345.0
2023-09-01,Tanjung Benoa,53.0
2023-09-01,Tanjung Mas,
2023-09-01,C. Pintu Darat,79938.0
2023-09-01,Batam,101470.0
2023-09-01,Pintu Laut Lainnya,81533.0
2023-09-01,Entikong,2418.0
2023-09-01,Aruk,1878.0
2023-09-01,Nanga Badau,680.0
2023-09-01,Pintu Darat Lainnya,57612.0
2023-09-01,Jumlah (A+B+C),1070245.0
2023-09-01,Lainnya,
2023-09-01,Total,1070245.0
2023-09-01,Atambua,8942.0
2023-10-01,Ngurah Rai,458845.0
2023-10-01,Soekarno-Hatta,181627.0
2023-10-01,Juanda,21996.0
2023-10-01,Kualanamu,14161.0
2023-10-01,Husein Sastranegara,0.0
2023-10-01,Adi Sucipto,8536.0
2023-10-01,Bandara Int. Lombok,5904.0
2023-10-01,Sultan Iskandar Muda,1875.0
2023-10-01,Minangkabau,4925.0
2023-10-01,Sultan Syarif Kasim II,2377.0
2023-10-01,Ahmad Yani,0.0
2023-10-01,Supadio,0.0
2023-10-01,Hasanuddin,1175.0
2023-10-01,Sultan Badaruddin II,0.0
2023-10-01,Pintu Udara Lainnya,1518.0
2023-10-01,A. Pintu Udara,707584.0
2023-10-01,B. Pintu Laut,186161.0
2023-10-01,Sam Ratulangi,4645.0
2023-10-01,Atambua,9700.0
2023-10-01,Tanjung Pinang,5065.0
2023-10-01,Tanjung Balai Karimun,4298.0
2023-10-01,Tanjung Benoa,2596.0
2023-10-01,Tanjung Mas,
2023-10-01,Pintu Laut Lainnya,77718.0
2023-10-01,C. Pintu Darat,84774.0
2023-10-01,Jayapura,9174.0
2023-10-01,Batam,79646.0
2023-10-01,Entikong,2274.0
2023-10-01,Aruk,1721.0
2023-10-01,Pintu Darat Lainnya,61231.0
2023-10-01,Jumlah (A+B+C),978519.0
2023-10-01,Lainnya,
2023-10-01,Total,978519.0
2023-10-01,Tanjung Uban,16838.0
2023-10-01,Nanga Badau,674.0
2023-11-01,Ngurah Rai,397522.0
2023-11-01,Soekarno-Hatta,186695.0
2023-11-01,Juanda,22389.0
2023-11-01,B. Pintu Laut,190258.0
2023-11-01,Husein Sastranegara,0.0
2023-11-01,Adi Sucipto,9675.0
2023-11-01,Kualanamu,16363.0
2023-11-01,Ahmad Yani,0.0
2023-11-01,Sultan Syarif Kasim II,2921.0
2023-11-01,Sultan Iskandar Muda,2577.0
2023-11-01,Supadio,0.0
2023-11-01,Hasanuddin,1194.0
2023-11-01,Sultan Badaruddin II,1.0
2023-11-01,Bandara Int. Lombok,5278.0
2023-11-01,A. Pintu Udara,656709.0
2023-11-01,Minangkabau,5898.0
2023-11-01,Pintu Udara Lainnya,1585.0
2023-11-01,Sam Ratulangi,4611.0
2023-11-01,Batam,103497.0
2023-11-01,Tanjung Balai Karimun,4683.0
2023-11-01,Tanjung Benoa,5632.0
2023-11-01,Tanjung Mas,
2023-11-01,Pintu Laut Lainnya,53990.0
2023-11-01,C. Pintu Darat,84260.0
2023-11-01,Total,931227.0
2023-11-01,Aruk,1790.0
2023-11-01,Tanjung Pinang,5912.0
2023-11-01,Entikong,2364.0
2023-11-01,Nanga Badau,724.0
2023-11-01,Pintu Darat Lainnya,66815.0
2023-11-01,Jumlah (A+B+C),931227.0
2023-11-01,Lainnya,
2023-11-01,Tanjung Uban,16544.0
2023-11-01,Jayapura,3729.0
2023-11-01,Atambua,8838.0
2023-12-01,A. Pintu Udara,731293.0
2023-12-01,Ngurah Rai,478382.0
2023-12-01,Soekarno-Hatta,172397.0
2023-12-01,Juanda,23244.0
2023-12-01,Kualanamu,18237.0
2023-12-01,Husein Sastranegara,0.0
2023-12-01,Adi Sucipto,11338.0
2023-12-01,Sultan Iskandar Muda,3461.0
2023-12-01,Minangkabau,6710.0
2023-12-01,Sultan Syarif Kasim II,2964.0
2023-12-01,Ahmad Yani,0.0
2023-12-01,Supadio,2.0
2023-12-01,Hasanuddin,1500.0
2023-12-01,Pintu Udara Lainnya,1831.0
2023-12-01,Lainnya,
2023-12-01,Bandara Int. Lombok,7304.0
2023-12-01,Sultan Badaruddin II,6.0
2023-12-01,Total,1144542.0
2023-12-01,B. Pintu Laut,291763.0
2023-12-01,Tanjung Uban,26205.0
2023-12-01,Tanjung Pinang,7022.0
2023-12-01,Tanjung Balai Karimun,6634.0
2023-12-01,Tanjung Benoa,801.0
2023-12-01,Tanjung Mas,
2023-12-01,Pintu Laut Lainnya,101883.0
2023-12-01,Jumlah (A+B+C),1144542.0
2023-12-01,Sam Ratulangi,3917.0
2023-12-01,Atambua,12678.0
2023-12-01,Entikong,4522.0
2023-12-01,Aruk,3605.0
2023-12-01,Nanga Badau,1363.0
2023-12-01,Pintu Darat Lainnya,87873.0
2023-12-01,Batam,149218.0
2023-12-01,C. Pintu Darat,121486.0
2023-12-01,Jayapura,11445.0
2024-01-01,B. Pintu Laut,198072.0
2024-01-01,Soekarno-Hatta,157979.0
2024-01-01,Juanda,17196.0
2024-01-01,Kualanamu,14751.0
2024-01-01,Husein Sastranegara,0.0
2024-01-01,Adi Sucipto,6879.0
2024-01-01,Bandara Int. Lombok,4958.0
2024-01-01,Sultan Iskandar Muda,2379.0
2024-01-01,Ngurah Rai,414937.0
2024-01-01,Sultan Syarif Kasim II,2126.0
2024-01-01,Ahmad Yani,0.0
2024-01-01,Supadio,0.0
2024-01-01,Hasanuddin,742.0
2024-01-01,Sultan Badaruddin II,0.0
2024-01-01,Pintu Udara Lainnya,1941.0
2024-01-01,Sam Ratulangi,3384.0
2024-01-01,C. Pintu Darat,97713.0
2024-01-01,Minangkabau,4689.0
2024-01-01,Entikong,2366.0
2024-01-01,A. Pintu Udara,631961.0
2024-01-01,Tanjung Pinang,2803.0
2024-01-01,Tanjung Balai Karimun,4050.0
2024-01-01,Tanjung Benoa,853.0
2024-01-01,Tanjung Mas,0.0
2024-01-01,Pintu Laut Lainnya,101088.0
2024-01-01,Jayapura,8254.0
2024-01-01,Batam,77836.0
2024-01-01,Atambua,8426.0
2024-01-01,Aruk,1733.0
2024-01-01,Nanga Badau,687.0
2024-01-01,Pintu Darat Lainnya,76247.0
2024-01-01,Jumlah (A+B+C),927746.0
2024-01-01,Lainnya,
2024-01-01,Total,927746.0
2024-01-01,Tanjung Uban,11442.0
2024-02-01,B. Pintu Laut,239718.0
2024-02-01,Ngurah Rai,454398.0
2024-02-01,Soekarno-Hatta,187641.0
2024-02-01,Juanda,28026.0
2024-02-01,Kualanamu,24628.0
2024-02-01,Husein Sastranegara,0.0
2024-02-01,Adi Sucipto,9813.0
2024-02-01,Sultan Syarif Kasim II,3709.0
2024-02-01,A. Pintu Udara,735072.0
2024-02-01,Minangkabau,8229.0
2024-02-01,Sultan Iskandar Muda,4421.0
2024-02-01,Ahmad Yani,2.0
2024-02-01,Supadio,0.0
2024-02-01,Hasanuddin,1408.0
2024-02-01,Pintu Udara Lainnya,2432.0
2024-02-01,Bandara Int. Lombok,7748.0
2024-02-01,Sultan Badaruddin II,2.0
2024-02-01,Sam Ratulangi,2615.0
2024-02-01,Atambua,7423.0
2024-02-01,Batam,111758.0
2024-02-01,Tanjung Uban,18432.0
2024-02-01,Tanjung Pinang,5921.0
2024-02-01,Tanjung Balai Karimun,7747.0
2024-02-01,Tanjung Benoa,879.0
2024-02-01,Pintu Laut Lainnya,94981.0
2024-02-01,C. Pintu Darat,87359.0
2024-02-01,Tanjung Mas,0.0
2024-02-01,Nanga Badau,950.0
2024-02-01,Entikong,4380.0
2024-02-01,Aruk,4433.0
2024-02-01,Pintu Darat Lainnya,63270.0
2024-02-01,Jumlah (A+B+C),1062149.0
2024-02-01,Lainnya,
2024-02-01,Total,1062149.0
2024-02-01,Jayapura,6903.0
2024-03-01,Adi Sucipto,6258.0
2024-03-01,Ngurah Rai,463804.0
2024-03-01,Soekarno-Hatta,160917.0
2024-03-01,Juanda,18543.0
2024-03-01,Kualanamu,15068.0
2024-03-01,Husein Sastranegara,0.0
2024-03-01,Bandara Int. Lombok,5208.0
2024-03-01,Sultan Badaruddin II,2.0
2024-03-01,Pintu Udara Lainnya,1376.0
2024-03-01,Minangkabau,2976.0
2024-03-01,Sultan Syarif Kasim II,2081.0
2024-03-01,Sultan Iskandar Muda,1582.0
2024-03-01,Ahmad Yani,0.0
2024-03-01,Supadio,0.0
2024-03-01,Hasanuddin,579.0
2024-03-01,Sam Ratulangi,4045.0
2024-03-01,C. Pintu Darat,107409.0
2024-03-01,A. Pintu Udara,682439.0
2024-03-01,Atambua,8958.0
2024-03-01,Tanjung Uban,20741.0
2024-03-01,Tanjung Pinang,4868.0
2024-03-01,Tanjung Balai Karimun,5039.0
2024-03-01,Tanjung Benoa,5423.0
2024-03-01,Tanjung Mas,0.0
2024-03-01,Pintu Laut Lainnya,111751.0
2024-03-01,Jayapura,6515.0
2024-03-01,B. Pintu Laut,252013.0
2024-03-01,Entikong,2540.0
2024-03-01,Aruk,2400.0
2024-03-01,Batam,104191.0
2024-03-01,Pintu Darat Lainnya,86031.0
2024-03-01,Jumlah (A+B+C),1041861.0
2024-03-01,Lainnya,
2024-03-01,Total,1041861.0
2024-03-01,Nanga Badau,965.0
2024-04-01,Ngurah Rai,502870.0
2024-04-01,Soekarno-Hatta,157409.0
2024-04-01,Juanda,29043.0
2024-04-01,Kualanamu,25178.0
2024-04-01,Husein Sastranegara,0.0
2024-04-01,Adi Sucipto,8790.0
2024-04-01,Pintu Udara Lainnya,1711.0
2024-04-01,Sultan Iskandar Muda,2533.0
2024-04-01,Minangkabau,7166.0
2024-04-01,Sultan Syarif Kasim II,3996.0
2024-04-01,Ahmad Yani,0.0
2024-04-01,Supadio,0.0
2024-04-01,Hasanuddin,1402.0
2024-04-01,Bandara Int. Lombok,6536.0
2024-04-01,A. Pintu Udara,750085.0
2024-04-01,Sam Ratulangi,3451.0
2024-04-01,Sultan Badaruddin II,0.0
2024-04-01,Total,1066958.0
2024-04-01,B. Pintu Laut,211716.0
2024-04-01,Tanjung Pinang,2614.0
2024-04-01,Tanjung Balai Karimun,6899.0
2024-04-01,Tanjung Benoa,324.0
2024-04-01,Tanjung Mas,0.0
2024-04-01,Pintu Laut Lainnya,109003.0
2024-04-01,C. Pintu Darat,105157.0
2024-04-01,Aruk,3521.0
2024-04-01,Tanjung Uban,14202.0
2024-04-01,Entikong,4042.0
2024-04-01,Nanga Badau,486.0
2024-04-01,Pintu Darat Lainnya,80770.0
2024-04-01,Jumlah (A+B+C),1066958.0
2024-04-01,Lainnya,
2024-04-01,Batam,78674.0
2024-04-01,Jayapura,7129.0
2024-04-01,Atambua,9209.0
2024-05-01,Pintu Udara Lainnya,2396.0
2024-05-01,A. Pintu Udara,835722.0
2024-05-01,Ngurah Rai,544492.0
2024-05-01,Soekarno-Hatta,201574.0
2024-05-01,Juanda,31222.0
2024-05-01,Husein Sastranegara,0.0
2024-05-01,Adi Sucipto,11323.0
2024-05-01,Sultan Syarif Kasim II,2849.0
2024-05-01,Sam Ratulangi,3427.0
2024-05-01,Minangkabau,7107.0
2024-05-01,Sultan Iskandar Muda,2050.0
2024-05-01,Ahmad Yani,0.0
2024-05-01,Supadio,0.0
2024-05-01,Hasanuddin,1066.0
2024-05-01,Sultan Badaruddin II,5.0
2024-05-01,Kualanamu,20469.0
2024-05-01,B. Pintu Laut,212718.0
2024-05-01,Bandara Int. Lombok,7742.0
2024-05-01,Jayapura,7305.0
2024-05-01,Tanjung Uban,14974.0
2024-05-01,Tanjung Pinang,3904.0
2024-05-01,Tanjung Balai Karimun,5292.0
2024-05-01,Tanjung Benoa,109.0
2024-05-01,Tanjung Mas,0.0
2024-05-01,Pintu Laut Lainnya,89035.0
2024-05-01,C. Pintu Darat,97059.0
2024-05-01,Total,1145499.0
2024-05-01,Atambua,9670.0
2024-05-01,Entikong,3737.0
2024-05-01,Nanga Badau,833.0
2024-05-01,Pintu Darat Lainnya,73289.0
2024-05-01,Jumlah (A+B+C),1145499.0
2024-05-01,Lainnya,
2024-05-01,Batam,99404.0
2024-05-01,Aruk,2225.0
2024-06-01,A. Pintu Udara,821654.0
2024-06-01,Ngurah Rai,520792.0
2024-06-01,Soekarno-Hatta,225985.0
2024-06-01,Juanda,25015.0
2024-06-01,Kualanamu,16949.0
2024-06-01,Husein Sastranegara,0.0
2024-06-01,Adi Sucipto,8134.0
2024-06-01,Sultan Syarif Kasim II,4637.0
2024-06-01,Sam Ratulangi,3424.0
2024-06-01,Minangkabau,4561.0
2024-06-01,Sultan Iskandar Muda,2080.0
2024-06-01,Ahmad Yani,0.0
2024-06-01,Supadio,0.0
2024-06-01,Hasanuddin,1092.0
2024-06-01,Sultan Badaruddin II,0.0
2024-06-01,Pintu Udara Lainnya,2092.0
2024-06-01,Total,1197941.0
2024-06-01,Bandara Int. Lombok,6893.0
2024-06-01,Jayapura,8577.0
2024-06-01,Pintu Laut Lainnya,94945.0
2024-06-01,Tanjung Uban,22829.0
2024-06-01,Tanjung Pinang,6135.0
2024-06-01,Tanjung Balai Karimun,6436.0
2024-06-01,Tanjung Benoa,106.0
2024-06-01,Tanjung Mas,0.0
2024-06-01,C. Pintu Darat,115122.0
2024-06-01,B. Pintu Laut,261165.0
2024-06-01,Atambua,11141.0
2024-06-01,Entikong,2819.0
2024-06-01,Aruk,2878.0
2024-06-01,Nanga Badau,1028.0
2024-06-01,Pintu Darat Lainnya,88679.0
2024-06-01,Jumlah (A+B+C),1197941.0
2024-06-01,Lainnya,
2024-06-01,Batam,130714.0
2024-07-01,A. Pintu Udara,994583.0
2024-07-01,Ngurah Rai,625569.0
2024-07-01,Soekarno-Hatta,271680.0
